x,y,label
0.01659977100820137,-0.1212283693508583,1
-0.06171791522578495,-0.021059027216441113,1
-0.3175170463280552,0.7003933494483797,1
0.14888361035423062,-0.9011576216586031,1
-0.10695968514391616,-0.08280673896053807,1
0.5322961498463586,-0.07372445340102372,1
-0.12279487720073778,0.82400826358312,1
0.06383712735496876,0.1651230428898278,1
-0.3154822529706653,0.361416070279575,1
-0.12803043663302024,0.8895448173108196,1
-0.2561871333631265,-0.6820514260903983,1
0.3460593807815228,0.8765933497719655,1
0.19578915803423658,-0.45678694495605904,1
0.4697853237435836,-0.3871971428858826,1
0.4515108935237855,0.5400940924083573,1
-0.7283846566316484,-0.3366190338165712,1
0.09393303859513451,-0.1888559293588061,1
0.005660028574929001,0.19368370012763597,1
0.4095213029621088,-0.39167124239243617,1
0.13150709379103673,-0.4615736732132966,1
-0.2659343767327713,0.4068233400191274,1
-0.2357991061441007,0.22027315385915266,1
0.022606506257489393,0.6643021943607956,1
-0.11176992162490894,-0.8207679831632282,1
-0.9966797302715722,0.21798062772318316,1
0.0710259488762133,-0.932189313694043,1
-0.06062490577209984,-0.15527192357836564,1
-0.2617709137838015,-0.16299209486543872,1
-0.2654606719837271,-0.6853524125870455,1
0.3161553217359219,-0.49343867898568505,1
0.06352435121093972,-0.5956045529265774,1
0.6276234473329819,0.5255101203682891,1
0.09329786554310168,-0.31733791996669736,1
0.1959638574274668,0.2979169105396683,1
-0.042380534951948864,-0.30800189903708264,1
-0.19515412281434746,-0.7849196999212465,1
0.03914736359529007,-0.6644713559606731,1
0.17332924047956355,-0.24274679726903706,1
0.028644296192380358,0.6559685072061616,1
-0.5861292445892153,0.005704372708903971,1
0.10428169702588429,-0.22197304255707537,1
0.2708884629545374,-0.035685750100740994,1
0.41968860137811,0.022975373163681385,1
-0.10502528837370696,-0.6014184705464549,1
-1.070452036020558,-0.10455636500241022,1
0.429307792449139,0.24464922269865386,1
0.03101335210019593,0.4580408331143265,1
-0.5060287304501858,-0.6682343212053694,1
0.27064501147372094,-0.7011791677073751,1
0.10243467919277044,-1.0298502275214145,1
0.6747473234439849,-0.37138013164553807,1
-0.30383799675993306,0.4430399140041607,1
-0.03631732060691,-0.8008879946114426,1
0.3095620020945236,-0.47532172039672327,1
0.040042404081989,-0.3608402342120674,1
0.28630932610671717,0.5972552064816662,1
-0.14733717493866505,0.40964041135961826,1
-0.03522338136417635,-0.3429692997269369,1
-0.2637121273540451,0.05326526322566756,1
-0.3460417512077567,0.4343970321396147,1
-0.11580063244490235,-0.18805827099914296,1
0.5569098201662658,-0.4970439186845154,1
0.8191223299110654,-0.1563022085344841,1
0.3586196197625775,0.6365294533995223,1
0.5040100731353859,-0.2228775388222231,1
0.37441852976258444,-0.004260907371115293,1
-0.10427072077578349,0.5833025591167185,1
-0.04242724829010964,-0.5690303659219458,1
0.5650038266736945,0.2732399095816346,1
-0.281384908901283,0.5840834454742022,1
-0.12405727610712998,0.17610509174936959,1
-1.0264515602881925,0.6000314834260083,1
0.5834880142862839,0.17737467348715696,1
-0.07166279913472887,0.1911565324780111,1
0.4189459414771798,0.623249009169503,1
-0.3172857479667026,0.51108049159418,1
0.5787822805362841,-0.07645121444509563,1
0.07006765430998581,-0.4850261531493494,1
-0.31850940182870513,-0.23056122274299007,1
0.17355036278513122,-0.1648473300681749,1
-0.07435029384793672,0.8047059661614759,1
0.12966501930386298,-0.20033928139726376,1
0.021047152343025035,-0.37543606832476945,1
0.4472309867298061,0.39557293180724235,1
-0.19182424635778922,0.23323506827976143,1
-0.7393229022619424,0.20379937548392682,1
-0.7124977637143888,0.46050972232355275,1
0.4347091218382892,-0.7536018326509125,1
-0.25674872293950807,0.11568752125190614,1
-0.06754384814204244,0.48176806720393134,1
-0.07772434726577322,0.4261223256023421,1
